Gn,Mean-copy-number,mean,rank,percentile_rank
ERVMER34-1,3.853,3.853,3323.5,16.986098333844424
SLC8A1,32.358,32.358,12973.0,66.30379229275275
POLR2J3,11.528,11.528,7663.5,39.167433302667895
GPATCH11,33.683,33.683,13205.5,67.49207809465399
GTF2H2C_2,18.013,18.013,9721.5,49.68567923949709
SPRTN,20.914,20.914,10472.0,53.5214146989676
TRPV4,4.691,4.691,3998.0,20.433404886026782
PRAMEF6,1.288,1.288,1040.5,5.3178983951753045
GFOD2,15.533,15.533,9006.0,46.02882551364612
POU2F2,7.211,7.211,5659.0,28.92262087294286
CENPX,57.652,57.652,15487.0,79.15261167331084
OR10H4,5.157,5.157,4354.5,22.25544311560871
SLC15A4,26.443,26.443,11755.0,60.0787079627926
UBE2V1,71.463,71.463,16096.0,82.26515383829091
GUSB,90.036,90.036,16655.0,85.12215066952878
MRPS12,42.387,42.387,14342.0,73.30062353061433
MED24,25.115,25.115000000000006,11476.0,58.65276500051109
PPEF2,1.946,1.946,1609.0,8.223448839824185
RBM23,23.635,23.634999999999994,11149.0,56.98149851783706
SHPK,53.21,53.21,15229.0,77.83399775120107
SLC16A6,3.487,3.487,3001.0,15.337830931207197
ANKRD30BL,5.879,5.879,4832.0,24.695901052846775
RPRD1B,99.866,99.866,16875.0,86.24655013799448
SERPINE3,14.665,14.665,8763.0,44.786875191659
ZNRD2,44.152,44.152,14519.0,74.20525401206174
BOLA1,23.818,23.818,11199.0,57.23704385157927
MRPS9,45.629,45.629,14664.0,74.94633547991414
TMEM37,26.991,26.991,11870.0,60.666462230399674
REL,26.156,26.156,11707.0,59.83338444240008
CANX,814.944,814.9439999999998,19276.0,98.51783706429521
ASIP,34.799,34.799,13381.0,68.38904221608914
KIAA0895,3.24,3.24,2779.0,14.203209649391802
TNRC18,7.891,7.890999999999999,6022.0,30.777879995911274
OR4F17,7.984,7.984,6083.0,31.089645303076768
KIAA1143,33.164,33.164,13116.0,67.03465194725544
MIER3,22.108,22.108,10776.0,55.07513032812022
ANXA2,3257.461,3257.4610000000007,19536.0,99.84667279975467
OR10J5,2.804,2.804,2401.0,12.271286926300725
LGALS2,119.276,119.276,17258.0,88.20402739445979
RPRML,0.0,0.0,20.0,0.10221813349688236
SLC9B1,1.835,1.8350000000000002,1517.0,7.753245425738527
CYBA,200.603,200.60299999999998,18079.0,92.40008177450679
EID2B,19.837,19.837,10209.0,52.1772462434836
BLOC1S6,32.826,32.826,13066.0,66.77910661351324
PI4KAP2,23.061,23.061,10993.5,56.18675252989881
TBC1D5,36.315,36.315,13606.5,69.54155167126649
KCND3,11.247,11.247,7553.0,38.60267811509762
SLC4A1AP,54.058,54.058,15277.0,78.07932127159359
COG6,30.341,30.341,12579.0,64.29009506286415
GTF2H2C,18.013,18.013,9721.5,49.68567923949709
STX8,47.818,47.818,14834.0,75.81518961463763
USE1,32.613,32.613,13023.0,66.55933762649494
ZAR1,9.77,9.77,6970.0,35.623019523663494
ZFP2,2.258,2.258,1924.0,9.833384442400082
NR1I3,9.014,9.013999999999998,6623.0,33.84953490749259
NR1I2,1.848,1.848,1524.5,7.791577225799857
IL17RE,2.054,2.054,1717.0,8.77542676070735
SLC9A2,5.075,5.075,4300.5,21.979454155167126
TMEM154,20.015,20.015,10255.0,52.412347950526424
TFEB,20.353,20.353000000000005,10337.0,52.83144229786364
MRPS2,57.849,57.849,15499.0,79.21394255340898
GATC,32.524,32.524,13002.0,66.45200858632322
NPM2,33.524,33.524,13183.0,67.37708269447
JAGN1,72.988,72.988,16143.0,82.50536645200859
TMEM183B,1.251,1.251,1011.5,5.169682101604825
CDHR2,13.834,13.834,8497.0,43.427374016150466
UFSP1,13.624,13.624,8418.0,43.023612388837776
NUP85,42.372,42.37200000000001,14339.0,73.2852908105898
PPWD1,39.508,39.508,14025.0,71.68046611468874
GIT2,36.523,36.523,13638.0,69.70254523152407
C22orf42,15.271,15.271,8929.5,45.637841153020545
STPG4,10.333,10.333,7187.0,36.73208627210467
EIPR1,34.193,34.193,13293.0,67.93928242870285
RALGAPA2,8.511,8.511,6373.5,32.57436369211898
TARS1,267.361,267.36099999999993,18444.0,94.2655627108249
SLC35E2A,4.237,4.237,3633.5,18.5704794030461
TEKT5,13.601,13.601,8409.5,42.980169682101604
FZD5,6.849,6.849,5459.0,27.900439537974037
FAM25E,3.481,3.481,2997.5,15.319942757845242
OR56A4,5.606,5.606,4660.0,23.816825104773585
PPIC,125.086,125.086,17345.0,88.64867627517121
STRIP1,25.789,25.789,11630.0,59.439844628437086
CNGA4,1.481,1.481,1199.0,6.127977103138097
PCDHB7,1.164,1.164,936.0,4.783808647654094
SMARCC1,74.601,74.601,16205.0,82.82224266584892
ICOSLG,50.691,50.691,15053.5,76.93703362976592
TAFA4,6.13,6.13,4999.0,25.54942246754574
BOLA2B,52.648,52.648,15190.0,77.63467239088214
SLC44A2,79.383,79.383,16365.0,83.63998773382399
ZNF202,19.766,19.766,10195.0,52.10569355003578
GAR1,123.213,123.213,17314.0,88.49023816825104
CNGB1,6.221,6.221,5058.0,25.850965961361545
LRRC31,7.362,7.362,5749.0,29.38260247367883
CCDC175,1.212,1.212,973.0,4.972912194623326
CFB,324.82,324.82,18649.0,95.31329857916795
NDRG3,55.147,55.147,15340.0,78.40130839210876
ACY1,99.585,99.585,16872.0,86.23121741796996
NOTCH1,10.059,10.059,7082.0,36.19544107124604
MGA,17.104,17.104,9472.5,48.4130634774609
BTBD2,13.919,13.919,8519.0,43.53981396299704
DNAH12,6.912,6.912,5504.5,28.132985791679445
ARRDC3,12.016,12.016,7859.0,40.16661555759992
DNAJC25,11.175,11.175,7532.0,38.4953490749259
FNDC4,7.287,7.287,5701.0,29.137278953286312
PDSS2,21.367,21.367,10590.0,54.1245016865992
PCDHA6,6.284,6.284,5100.0,26.065624041705
RBM4,46.119,46.119,14706.0,75.1609935602576
SDSL,62.26,62.260000000000005,15710.0,80.29234386180109
KIF3C,17.5,17.5,9574.0,48.93182050495758
ENOX2,6.064,6.064,4960.0,25.350097107226823
MFN1,24.268,24.268,11296.0,57.732801799039144
CLDN22,1.331,1.331,1075.5,5.496780128794848
SLC35E1,40.077,40.077,14087.0,71.99734232852907
SEC31B,2.373,2.373,2016.0,10.303587856485741
ARHGEF37,27.892,27.892,12050.0,61.58642543187162
CDH20,5.958,5.958,4896.0,25.0229990800368
METTL1,48.847,48.847,14912.0,76.21384033527548
PPIL3,92.095,92.09499999999998,16708.0,85.39302872329552
CACNG2,7.119,7.119,5613.0,28.68751916590003
CBLN2,11.936,11.936,7826.0,39.997955637330065
SRA1,48.751,48.751,14906.0,76.18317489522641
KRT86,136.252,136.252,17470.0,89.28753960952673
RAI2,15.386,15.386,8963.5,45.81161197996524
TRIM10,15.327,15.327,8950.5,45.74517019319227
CCDC62,4.632,4.632,3955.5,20.216191352345906
VIRMA,20.967,20.967,10493.0,53.62874373913933
ZNF397,1.782,1.782,1471.0,7.518143718695697
GCNT4,3.71,3.71,3206.0,16.38556679955024
CNTFR,51.368,51.368,15091.0,77.12869263007256
PDGFC,6.137,6.137,5005.5,25.582643360932227
INPP5D,48.492,48.492,14885.0,76.0758458550547
ZNF554,2.029,2.029,1688.0,8.62721046713687
KRTAP10-3,4.913,4.913,4164.0,21.281815394050906
PIFO,12.861,12.861,8167.0,41.74077481345191
ARL5A,11.868,11.868,7806.5,39.8982929571706
NCAPH,35.215,35.215,13449.0,68.73658386997853
CCDC167,38.159,38.159,13858.0,70.82694469998978
ORC6,20.58,20.58,10387.0,53.086987631605844
PBX1,32.881,32.88099999999999,13074.0,66.81999386691199
RAD50,79.493,79.493,16367.0,83.65020954717367
SKAP1,9.168,9.168,6691.5,34.19963201471941
PPM1K,28.235,28.235000000000003,12134.0,62.01574159255851
HECW2,3.521,3.521,3045.5,15.565266278237761
SP110,14.68,14.68,8767.0,44.807318818358375
BTNL3,6.031,6.031,4941.0,25.252989880404787
GATAD2B,29.328,29.328,12360.0,63.170806501073294
IL2RG,4.672,4.672,3987.5,20.37974036594092
SEC61B,296.998,296.998,18559.5,94.8558724317694
NTF4,78.586,78.586,16337.0,83.49688234692834
KAT2A,12.482,12.482,8029.0,41.03546969232342
TMCC2,5.939,5.939,4884.5,24.96422365327609
KCNH8,2.588,2.588,2205.5,11.2721046713687
ZNF334,2.056,2.056,1720.5,8.793314934069304
VWA5A,36.932,36.932,13694.0,69.98875600531534
STAG3,7.419,7.419,5781.0,29.546151487273843
PARM1,31.26,31.26,12769.0,65.26116733108454
ETFA,538.236,538.236,19051.0,97.36788306245529
RPS27,338.813,338.813,18681.0,95.47684759276297
PDE6A,19.784,19.784,10202.0,52.14146989675969
NTPCR,89.414,89.414,16633.0,85.00971072268221
RNPEP,141.34,141.34,17533.0,89.6095267300419
EIF6,292.915,292.915,18535.0,94.73065521823571
C1orf210,25.468,25.468,11555.0,59.05652662782378
E2F1,6.605,6.605,5308.0,27.128692630072575
TM2D1,8.906,8.906,6553.0,33.4917714402535
RNF166,10.113,10.113,7104.5,36.31043647143003
RPP25,16.028,16.028,9159.0,46.810794234897266
MACF1,107.666,107.66599999999997,17040.0,87.08984973934376
C16orf74,1.875,1.875,1542.5,7.88357354594705
PLXNB3,4.329,4.329,3704.0,18.93079832362261
MIER2,23.171,23.171,11028.0,56.36307881018092
ZNF519,1.856,1.856,1530.0,7.8196872125115
ANKRD10,13.271,13.271,8291.0,42.374527241132576
FGF19,0.691,0.691,573.0,2.928549524685679
FCSK,25.421,25.420999999999996,11545.0,59.00541756107533
H1-1,285.338,285.338,18507.0,94.58754983134008
PCDHB2,1.541,1.541,1252.0,6.398855156904835
PNPLA8,33.775,33.775,13214.5,67.53807625472759
TBC1D16,15.679,15.679,9058.0,46.29459266073802
GOLGA6L4,0.921,0.921,738.5,3.7744045793723804
BOLA2-SMG1P6,18.461,18.461,9856.0,50.37309618726362
OBSCN,16.509,16.509,9296.0,47.51098844935092
GALT,29.974,29.974,12483.0,63.79944802207912
SHISA5,138.044,138.044,17497.0,89.42553408974753
CBWD3,5.137,5.137,4340.0,22.181334968823467
MAK16,45.055,45.055,14612.0,74.68056833282223
PATL1,24.577,24.577,11367.0,58.095676172953084
MYL7,173.178,173.178,17874.0,91.35234590616376
MOB3B,13.986,13.986,8544.0,43.66758662986814
FAM160A1,30.637,30.637,12640.0,64.60186037002964
TBC1D3C,1.947,1.947,1612.0,8.238781559848716
TREM1,0.556,0.556,467.0,2.386793417152203
RASA3,35.369,35.369,13470.0,68.84391291015027
TWF2,164.337,164.337,17794.0,90.94347337217621
SERPINI1,36.146,36.146,13579.0,69.40100173770827
AOC2,27.975,27.975,12069.0,61.68353265869365
GGNBP2,14.18,14.18,8611.0,44.0100173770827
ALKBH3,34.328,34.328,13314.0,68.04661146887457
MARF1,12.346,12.346,7976.0,40.76459163855668
LCN9,0.816,0.816,653.0,3.337422058673209
PRNP,83.082,83.082,16484.0,84.24818562813043
TMEM59L,2.503,2.503,2133.5,10.904119390779925
SH3KBP1,59.725,59.725,15583.5,79.6458141674333
GHR,6.624,6.624,5316.0,27.16957988347133
GMPR2,62.376,62.37599999999998,15714.0,80.31278748850046
SPATA6L,7.479,7.479,5818.0,29.735255034243075
CLIC6,30.732,30.732,12663.5,64.72196667688847
LINC01559,1.532,1.532,1244.0,6.357967903506082
PEX2,1.903,1.903,1569.5,8.021568026167843
TAS2R60,5.631,5.631,4668.5,23.86026781150976
NVL,28.61,28.61,12216.5,62.437391393233156
DCLK2,27.946,27.946,12061.5,61.64520085863232
DESI2,12.065,12.065,7880.0,40.273944597771646
GAS2L2,3.5,3.5,3021.0,15.440049064704079
PRKCG,15.991,15.991,9146.0,46.744352448124296
CCDC86,48.622,48.622,14893.0,76.11673310845345
INHA,67.894,67.894,15959.0,81.56495962383727
OR5B21,0.076,0.076,184.5,0.9429622815087397
DET1,6.682,6.682,5357.0,27.379127057139936
GABBR1,7.399,7.399,5765.0,29.464376980476338
TMEM185B,0.858,0.858,678.0,3.465194725544311
FAM171A2,8.94,8.94,6580.0,33.62976592047429
ZNF560,1.336,1.336,1080.5,5.522334662169069
ICAM3,34.732,34.732,13375.0,68.35837677604007
MIPOL1,2.758,2.758,2350.0,12.010630685883676
NDUFB9,159.983,159.983,17754.0,90.73903710518246
SYTL2,7.755,7.755,5956.0,30.440560155371564
CCDC80,7.428,7.428,5791.5,29.59981600735971
PRDM12,3.7,3.7,3199.0,16.349790452826333
CNTNAP3,4.487,4.487,3840.0,19.62588163140141
ZNF528,3.035,3.035,2575.0,13.160584687723603
ABHD8,19.969,19.969,10238.0,52.325462537054065
UXT,39.64,39.64,14041.0,71.76224062148626
CD200,45.119,45.119,14616.0,74.70101195952162
DDX19B,28.76,28.76,12250.0,62.60860676684044
FAM110C,15.043,15.043,8871.0,45.33885311254217
SSX2IP,22.294,22.294,10816.0,55.27956659511397
C14orf180,5.118,5.118,4326.0,22.109782275375654
RMND5B,10.734,10.733999999999998,7348.0,37.55494224675458
NTNG2,3.416,3.416,2939.0,15.02095471736686
TOX4,32.745,32.745,13047.0,66.6819993866912
TXN2,139.186,139.186,17510.0,89.49197587652048
PARD6B,41.964,41.964,14291.0,73.03996729019728
BAGE,0.026,0.026,144.0,0.7359705611775529
DIDO1,31.167,31.167,12745.5,65.1410610242257
OR8B4,1.183,1.183,953.5,4.873249514463866
SLC4A3,5.076,5.076,4302.5,21.989675968516813
UBR3,16.762,16.762,9373.0,47.904528263313914
GPR89B,3.606,3.606,3129.0,15.992026985587243
TXNDC15,31.924,31.924000000000003,12894.0,65.90003066544004
CRYGN,0.473,0.473,427.5,2.18491260349586
ZNF585A,1.377,1.377,1117.5,5.711438209138301
SLC7A1,38.417,38.417,13897.0,71.02627006030869
PFKFB1,5.707,5.707,4715.0,24.097924971890013
SSX6P,2.071,2.071,1745.5,8.921087600940407
CT62,0.008,0.008,97.0,0.49575794745987933
MYO1E,31.429,31.428999999999995,12799.0,65.41449453132986
P3R3URF-PIK3R3,8.925,8.925,6566.0,33.55821322702647
RHBDL2,4.424,4.424,3784.0,19.339670857610137
TBR1,7.47,7.47,5811.0,29.699478687519164
PCDHA10,1.102,1.102,883.0,4.512930593887356
MRFAP1,48.93,48.93,14915.0,76.22917305530001
DDC,53.367,53.367,15239.0,77.8851068179495
CKB,1405.411,1405.411,19439.0,99.3509148522948
PCDH7,12.756,12.756,8130.5,41.5542267198201
PIK3CG,4.021,4.021,3443.5,17.599407134825718
RNF208,13.225,13.225,8279.0,42.31319636103445
IRGC,7.609,7.609,5882.0,30.0623530614331
LBX2,7.371,7.371,5751.0,29.392824287028517
PDE1B,23.612,23.612,11141.0,56.94061126443831
NBPF9,0.441,0.441,405.0,2.0699172033118676
RORB,2.956,2.956,2514.5,12.851374833895532
SIN3A,33.657,33.65699999999999,13199.0,67.4588572012675
ABCC4,23.103,23.103,11007.0,56.2557497700092
UBE3C,36.017,36.017,13560.0,69.30389451088624
RALGDS,1.66,1.66,1363.0,6.966165797812532
SLC9A8,4.991,4.991,4233.5,21.637023407952572
CTH,73.156,73.156,16152.0,82.55136461208218
DCTD,60.257,60.257,15615.0,79.8068077276909
AVEN,26.962,26.962,11861.0,60.62046407032607
LCMT1,42.987,42.987,14407.5,73.63538791781662
NLRP7,2.042,2.042,1704.0,8.708984973934376
TSNAXIP1,5.129,5.128999999999999,4333.0,22.14555862209956
TUBB4B,1177.505,1177.505,19394.0,99.12092405192682
ZNF443,1.491,1.491,1211.5,6.191863436573648
CPM,37.277,37.276999999999994,13733.0,70.18808136563428
RMDN3,57.273,57.273,15469.0,79.06061535316366
MTRF1L,29.275,29.275,12351.0,63.12480834099969
LRRC42,26.068,26.068,11688.0,59.73627721557805
PRKCI,37.731,37.731,13794.0,70.49984667279976
ASIC3,9.633,9.633,6912.0,35.32658693652254
ELOA2,2.274,2.274,1937.5,9.902381682510478
TMEM100,81.44,81.44,16429.0,83.967085761014
AGAP4,0.22,0.22,272.5,1.3927220688950221
GSTT2,49.573,49.573,14976.0,76.54093836246551
PBX3,7.228,7.228,5673.0,28.99417356639068
PTCH1,19.598,19.598,10156.5,51.90892364305428
ACSL1,232.208,232.208,18263.0,93.34048860267812
PIAS1,31.171,31.171000000000003,12747.0,65.14872738423796
PPARGC1B,2.51,2.51,2146.0,10.968005724215475
CCPG1,34.084,34.084,13271.0,67.82684248185629
MARCHF4,11.017,11.017,7466.0,38.158029234386184
DMD,48.396,48.39600000000001,14874.0,76.0196258816314
SLC35G5,6.042,6.042,4950.0,25.29898804047838
GRSF1,50.555,50.555,15044.0,76.8884800163549
TENT5D,0.884,0.884,701.0,3.582745579065726
DHX40,27.931,27.931,12057.0,61.62220177859552
VWA3B,2.127,2.1269999999999993,1802.0,9.209853828069098
HYPK,124.361,124.361,17330.0,88.57201267504855
MNT,19.89,19.89,10220.0,52.233466216906876
PABPN1,76.114,76.114,16259.0,83.09823162629051
PGBD5,15.317,15.317,8946.0,45.722171113155476
HEXD,5.273,5.272999999999999,4442.0,22.70264744965757
APOC4,290.361,290.361,18524.0,94.67443524481243
RENBP,31.147,31.147000000000002,12739.0,65.10784013083921
RMI1,31.825,31.825,12871.0,65.78247981191863
SUMF2,81.145,81.145,16417.0,83.90575488091588
ZNF83,0.655,0.655,547.0,2.7956659511397324
STXBP5L,8.544,8.543999999999999,6396.0,32.68935909230297
CNTRL,6.389,6.389,5165.0,26.39783297556987
LCE6A,0.038,0.038,161.5,0.8254114279873249
MRM2,19.837,19.837,10209.0,52.1772462434836
NUDT7,14.077,14.077,8571.0,43.80558111008893
TMCO5A,3.385,3.3849999999999993,2903.5,14.839517530409896
RBMX,363.081,363.0810000000001,18746.0,95.80905652662783
TMEM223,35.247,35.247,13451.0,68.74680568332823
PLCD4,9.223,9.223,6719.5,34.34273740161505
PSMB7,231.422,231.422,18257.0,93.30982316262904
ZNF280A,5.024,5.024,4262.5,21.78523970152305
MIGA2,19.483,19.483,10123.0,51.737708269447005
LRRC75B,9.385,9.385,6803.0,34.769498108964534
SNX18,36.529,36.529,13639.0,69.70765613819891
ESRP1,88.745,88.745,16625.0,84.96882346928345
CXorf66,1.676,1.676,1373.5,7.019830317898395
STK32C,17.591,17.591,9604.0,49.0851477052029
WDR55,68.597,68.597,15990.0,81.72339773075744
WDR83,44.737,44.737,14579.5,74.51446386588981
GNRH1,21.32,21.32,10578.0,54.06317080650107
ZNF486,0.139,0.139,222.0,1.134621281815394
AMN1,11.823,11.823,7787.0,39.79863027701114
TCFL5,9.392,9.392,6810.5,34.80782990902586
LGALS12,53.827,53.827,15262.0,78.00265767147093
ARSG,18.034,18.034,9727.0,49.71378922620873
XRRA1,5.067,5.067,4294.0,21.94623326178064
OTOL1,14.138,14.138,8593.5,43.92057651027292
KLHL18,20.156,20.156,10294.0,52.61167331084534
CARD18,105.408,105.408,16988.0,86.82408259225186
MAGIX,12.807,12.807,8147.0,41.63855667995502
ETFBKMT,3.592,3.592,3119.0,15.940917918838801
METTL22,17.869,17.869,9674.0,49.44291117244199
FAM227B,3.655,3.655,3169.0,16.196463252581008
PAX1,8.002,8.002,6095.0,31.150976183174894
PLBD2,45.944,45.944,14694.0,75.09966268015947
RNASE3,111.351,111.351,17111.0,87.4527241132577
UBE2H,122.798,122.798,17306.0,88.4493509148523
VCY1B,79.513,79.513,16368.0,83.65532045384852
ABLIM3,6.956,6.956,5524.0,28.232648471838907
ISG20L2,36.073,36.073,13568.0,69.34478176428497
IGSF8,47.816,47.816,14833.0,75.81007870796279
ABI3,21.442,21.442,10607.0,54.21138710007155
DHDDS,12.189,12.188999999999998,7930.0,40.52948993151385
LPP,440.164,440.1639999999998,18905.0,96.62169068792804
SLC2A8,6.185,6.1850000000000005,5038.0,25.748747827864666
IGF1R,21.981,21.981,10742.0,54.901359501175506
TARDBP,213.421,213.4209999999999,18150.0,92.76295614842073
RSPH10B2,1.455,1.455,1177.0,6.0155371562915265
AP1S3,21.586,21.586,10640.0,54.38004702034141
CCDC169,2.699,2.699,2307.0,11.79086169886538
DENND6A,16.36,16.36,9250.0,47.27588674230809
OR51G2,5.178,5.178,4377.5,22.37299396913012
C17orf102,17.693,17.693,9628.0,49.20780946539916
RDH11,136.181,136.181,17469.0,89.28242870285189
EXOC7,41.683,41.683,14259.0,72.87641827660227
BPIFB2,194.595,194.595,18039.0,92.19564550751303
FNDC11,2.69,2.69,2300.5,11.757640805478891
GAS7,16.312,16.312,9237.5,47.212000408872534
GTSF1L,17.91,17.91,9687.0,49.509352959214965
RHOU,8.136,8.136,6171.0,31.539405090463045
SGO1,17.53,17.53,9582.5,48.97526321169375
CD300LG,111.821,111.821,17124.0,87.51916590003067
CLIP2,27.152,27.152,11893.0,60.78401308392108
RYR2,7.71,7.71,5931.0,30.312787488500458
UBE3B,18.963,18.963,9968.0,50.945517734846156
KRTAP5-9,18.351,18.351,9831.0,50.24532352039252
RGL2,20.179,20.179,10297.0,52.62700603086987
DGKG,6.901,6.901,5493.0,28.074210364918738
C16orf78,1.79,1.79,1475.5,7.541142798732495
STARD3,34.151,34.151,13285.0,67.8983951753041
RCVRN,172.158,172.158,17867.0,91.31656955943984
C2CD3,8.41,8.41,6325.0,32.32648471838904
SLC25A12,89.984,89.984,16654.0,85.11703976285393
MAGEA2B,4.387,4.387,3749.0,19.160789123990597
AGMAT,193.954,193.954,18033.0,92.16498006746396
NHSL2,4.948,4.948,4195.0,21.440253500971075
SYT15,8.157,8.157,6187.0,31.621179597260557
TCP10L,21.046,21.046,10513.5,53.73351732597362
LDHA,1461.302,1461.302,19443.0,99.37135847899418
RUNDC3A,25.026,25.026,11462.0,58.58121230706327
NOL6,37.568,37.568,13771.0,70.38229581927834
NRIP1,6.048,6.048,4952.5,25.31176530716549
LOC102724488,8.157,8.157,6187.0,31.621179597260557
PRR4,61.63,61.63,15679.0,80.13390575488091
BEND4,5.481,5.480999999999999,4566.0,23.33639987733824
C19orf18,6.069,6.069,4964.5,25.37309618726362
CTAGE1,3.218,3.218,2754.5,14.077992435858121
DMRTA1,1.344,1.344,1085.5,5.54788919554329
MTMR2,24.836,24.836,11426.0,58.39721966676888
PLA2G3,7.986,7.986,6086.5,31.10753347643872
SELENBP1,497.74,497.73999999999995,18998.0,97.09700500868854
TTPA,32.821,32.821,13064.0,66.76888480016355
TYMSOS,22.815,22.815,10923.5,55.828989062659716
TDO2,2.407,2.407,2044.0,10.446693243381375
TRIM39,2.653,2.653,2265.0,11.576203618521925
CD79B,26.391,26.391,11746.0,60.032709802719
BANP,24.949,24.949,11448.0,58.50965961361546
CENPV,90.55,90.55,16666.0,85.17837064295206
CCDC9,34.245,34.245,13304.0,67.99550240212614
MDN1,19.615,19.615,10164.0,51.947255443115615
SRSF2,462.163,462.163,18938.0,96.7903506081979
TFG,144.066,144.066,17570.0,89.79863027701114
TTLL10,3.311,3.311,2834.0,14.484309516508228
MARCHF11,8.096,8.096,6146.0,31.411632423591946
DCUN1D3,22.266,22.266,10810.0,55.248901155064914
P2RY12,8.373,8.373,6307.5,32.23704385157927
RNF41,29.702,29.702,12434.0,63.54901359501176
ZCCHC17,41.864,41.864,14280.5,72.98630277011142
CLRN1,0.241,0.241,283.0,1.4463865889808853
CEL,1019.813,1019.813,19354.0,98.91648778493305
DRD5,3.882,3.882,3341.5,17.07809465399162
OXCT2,12.281,12.281,7955.0,40.65726259838495
ERP29,571.41,571.41,19088.0,97.55698660942451
MYO9A,6.651,6.650999999999998,5338.0,27.2820198303179
RPL3,860.378,860.378,19303.0,98.65583154451599
ESM1,20.271,20.271,10321.0,52.74966779106614
TRIM5,15.635,15.635,9039.0,46.19748543391597
HEATR3,31.599,31.599,12827.0,65.55759991822549
ZKSCAN3,3.591,3.591,3116.5,15.928140652151694
RBM28,42.805,42.805,14385.0,73.52039251763263
TRPC4,3.494,3.494,3008.5,15.376162731268527
FPR2,31.133,31.133,12738.0,65.10272922416436
DNAJC5B,7.35,7.35,5738.0,29.326382500255544
HMGCLL1,8.357,8.357,6299.5,32.19615659818052
LCN6,6.268,6.268,5089.0,26.00940406828171
METRNL,1.214,1.214,975.5,4.985689461310437
OR5P3,11.314,11.314,7582.0,38.750894408668096
ACAP2,43.798,43.798,14481.0,74.01103955841766
CFAP54,0.566,0.566,480.0,2.453235203925176
PPIAL4A,263.508,263.508,18422.0,94.15312276397833
AMFR,18.732,18.732,9925.0,50.72574874782787
C5AR2,2.576,2.576,2194.0,11.213329244607992
PSMC1,156.277,156.277,17715.0,90.53971174486354
HTATIP2,78.121,78.121,16317.0,83.39466421343147
EVI2A,8.42,8.42,6330.5,32.35459470510069
KCNJ12,7.121,7.121,5615.5,28.70029643258714
MT-ATP8,138.502,138.502,17503.0,89.45619952979659
NASP,224.456,224.45599999999996,18221.0,93.12583052233467
TMEM53,5.041,5.041,4276.0,21.854236941633445
DESI1,67.691,67.691,15951.0,81.52407237043852
MRPL27,44.209,44.209,14528.0,74.25125217213534
SRP14,418.922,418.922,18873.0,96.45814167433304
TP53INP1,1.196,1.196,967.0,4.942246754574262
FAM210B,53.267,53.267,15233.5,77.85699683123785
MYO1D,45.618,45.618,14662.0,74.93611366656445
UHMK1,6.589,6.589,5298.0,27.077583563324133
CLCN5,7.778,7.778,5964.0,30.481447408770318
GLIPR1,37.757,37.757,13800.0,70.53051211284883
CCT6B,64.081,64.081,15796.0,80.73188183583768
PHF5A,194.157,194.157,18036.0,92.1803127874885
TMEM252,18.648,18.648,9903.0,50.613308800981294
C22orf39,7.748,7.748,5952.0,30.420116528672185
BLVRA,213.625,213.625,18153.0,92.77828886844526
SDE2,33.376,33.376,13156.0,67.23908821424921
RANBP1,422.551,422.551,18878.0,96.48369620770725
SLC16A5,5.91,5.91,4858.0,24.82878462639272
NPIPB2,0.365,0.365,351.5,1.7964836962077073
OTUD7B,28.556,28.556,12205.0,62.37861596647245
RSPH4A,3.497,3.497,3013.5,15.401717264642748
TRAPPC1,38.665,38.665,13933.0,71.2102627006031
NPIPB15,0.821,0.821,655.0,3.347643872022897
HES7,2.181,2.181,1857.0,9.490953695185526
CIAO3,24.874,24.874,11435.0,58.443217826842485
PPP2R2A,95.913,95.913,16796.0,85.8427885106818
ZFP36L2,41.798,41.798,14272.0,72.94286006337525
RAB43,33.237,33.237,13130.0,67.10620464070325
ARL2-SNX15,77.554,77.554,16303.5,83.32566697332106
COMMD3-BMI1,56.333,56.333,15407.0,78.74373913932332
SIRPB1,43.734,43.734,14474.0,73.97526321169376
VSIR,41.886,41.886,14284.0,73.00419094347336
ASMTL,57.454,57.454,15479.0,79.1117244199121
DNALI1,9.128,9.128,6673.5,34.10763569457222
ADAMTSL4,13.646,13.646,8427.0,43.06961054891138
ENY2,124.879,124.87899999999999,17342.0,88.63334355514668
FGL1,20.426,20.426,10354.0,52.91832771133599
CDKN2D,32.112,32.112,12924.0,66.05335786568537
CSRP1,1667.912,1667.912,19462.0,99.46846570581621
PLEKHG7,4.167,4.167,3561.0,18.199938669119902
TXNDC11,15.757,15.757,9081.0,46.41214351425943
PSKH2,8.775,8.775,6498.5,33.2132270264745
C17orf100,11.591,11.591,7693.0,39.318205049575795
CHGB,70.285,70.285,16055.0,82.0556066646223
ZSCAN16,5.009,5.009,4251.0,21.726464274762343
BTG2,1.029,1.029,829.5,4.239497086783196
DNM1L,140.269,140.269,17520.0,89.54308494326894
HOMEZ,7.567,7.567,5861.5,29.957579474598795
IBTK,20.351,20.351,10336.0,52.826331391188795
ADAM30,6.418,6.418,5179.0,26.469385669017687
CACNA1E,1.326,1.326,1066.5,5.450781968721252
KCNJ18,7.121,7.121,5615.5,28.70029643258714
ADAMTSL3,3.245,3.245,2784.5,14.231319636103446
IRGM,8.265,8.265,6246.5,31.925278544413775
TPRN,90.083,90.083,16657.0,85.13237248287847
